ExamSet,DifficultyCode,Difficulty,QuestionNumber,Domain,Question,CorrectOptionLetter,RemediationReference
5,C,Difficult,7,"Platforms, Sensors, Physics & Image Processing","Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? All else equal, what advantage does a 12-bit sensor have over an 8-bit sensor?",D,GIS&T BoK remediation: [DC-03-016] Nature of Multispectral Image Data — https://gistbok-topics.ucgis.org/DC-03-016 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,8,Cartography & Visualization,A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. Which map type uses one dot to represent a specified quantity and shows distribution within zones?,B,GIS&T BoK remediation: [CV-04-011] Common Thematic Map Types — https://gistbok-topics.ucgis.org/CV-04-011 | Blueprint domain resource: https://geospacebok.eu/CV
5,C,Difficult,9,Organizational & Institutional Aspects,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Why should end users be involved in requirements gathering?,D,GIS&T BoK remediation: [KE-04-001] The process of GIS&T design — https://gistbok-topics.ucgis.org/KE-04-001 | Blueprint domain resource: https://geospacebok.eu/OI
5,C,Difficult,10,Cartography & Visualization,"A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. A narrative web map combines maps, text, images, and sequence to guide the reader. What design approach is this?",C,GIS&T BoK remediation: [CV-04-033] Narrative and Storytelling — https://gistbok-topics.ucgis.org/CV-04-033 | Blueprint domain resource: https://geospacebok.eu/CV
5,C,Difficult,11,Design of Systems,"The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? In this context, which statement most accurately describes infrastructure-as-code useful for?",D,GIS&T BoK remediation: [CP-01-013] Cyberinfrastructure — https://gistbok-topics.ucgis.org/CP-01-013 | Blueprint domain resource: https://geospacebok.eu/DA
5,C,Difficult,12,Analytical Methods & GeoComputation,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. A DEM contains many artificial depressions that interrupt modeled drainage. What preprocessing step is commonly used before flow-direction analysis?",C,GIS&T BoK remediation: [AM-04-066] Watersheds and Drainage Networks — https://gistbok-topics.ucgis.org/AM-04-066 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,13,Cartography & Visualization,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A highly skewed dataset mapped with equal interval places most observations in one class. Which alternative often reveals rank differences better?",C,"GIS&T BoK remediation: [CV-03-005] Statistical Mapping (Enumeration, Normalization, Classification) — https://gistbok-topics.ucgis.org/CV-03-005 | Blueprint domain resource: https://geospacebok.eu/CV"
5,C,Difficult,14,Conceptual Foundations,"A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. For the same extent, changing raster resolution from 30 m to 1 m generally has what storage effect?",B,GIS&T BoK remediation: [FC-05-021] Resolution — https://gistbok-topics.ucgis.org/FC-05-021 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,15,Organizational & Institutional Aspects,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Why is continuing professional development important in GIS&T?,B,GIS&T BoK remediation: [KE-01-023] GIS&T Workforce Development — https://gistbok-topics.ucgis.org/KE-01-023 | Blueprint domain resource: https://geospacebok.eu/OI
5,C,Difficult,16,Conceptual Foundations,"A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. GNSS commonly produces ellipsoidal height. To estimate orthometric height, what additional quantity is needed?",D,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,17,Data Modeling,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? A very large spatial database has slow full-table scans. Which combination is most likely to improve performance?,D,GIS&T BoK remediation: [DM-01-070] Problems of Large Spatial Databases — https://gistbok-topics.ucgis.org/DM-01-070 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,18,Analytical Methods & GeoComputation,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. A predictor in an OLS model has a variance inflation factor of 18. What problem does this suggest?",A,GIS&T BoK remediation: [AM-03-063] Regression Fundamentals — https://gistbok-topics.ucgis.org/AM-03-063 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,19,Conceptual Foundations,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? Why can different classification schemes change the apparent pattern of a choropleth map?",D,GIS&T BoK remediation: [FC-03-004] Perception and Cognitive Processing of Geographic Phenomena: a Choropleth Map Case Study — https://gistbok-topics.ucgis.org/FC-03-004 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,20,"Platforms, Sensors, Physics & Image Processing",A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. A strongly negative NDVI value commonly indicates what kind of surface?,B,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,21,Web-Based GIS,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? A web map needs server-rendered map images but does not require raw feature geometry. Which service type is designed for this?,A,GIS&T BoK remediation: [CP-04-014] Web GIS — https://gistbok-topics.ucgis.org/CP-04-014 | Blueprint domain resource: https://geospacebok.eu/WB
5,C,Difficult,22,"Platforms, Sensors, Physics & Image Processing",A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. What does spatial resolution describe in remote sensing?,B,GIS&T BoK remediation: [DC-03-016] Nature of Multispectral Image Data — https://gistbok-topics.ucgis.org/DC-03-016 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,23,Analytical Methods & GeoComputation,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? A viewshed analysis returns which locations?,C,"GIS&T BoK remediation: [AM-04-017] Intervisibility, Line-of-Sight, and Viewsheds — https://gistbok-topics.ucgis.org/AM-04-017 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC"
5,C,Difficult,24,Organizational & Institutional Aspects,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Why is risk management part of GIS project planning?",B,GIS&T BoK remediation: [KE-04-012] GIS&T Project Planning and Management — https://gistbok-topics.ucgis.org/KE-04-012 | Blueprint domain resource: https://geospacebok.eu/OI
5,C,Difficult,25,Cartography & Visualization,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? Why are local roads often omitted from small-scale maps?",D,GIS&T BoK remediation: [CV-03-004] Scale and Generalization — https://gistbok-topics.ucgis.org/CV-03-004 | Blueprint domain resource: https://geospacebok.eu/CV
5,C,Difficult,26,Analytical Methods & GeoComputation,A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. A Monte Carlo uncertainty analysis repeatedly perturbs uncertain model inputs and reruns the model. What is its main purpose?,A,GIS&T BoK remediation: [AM-09-105] Monte Carlo Simulation — https://gistbok-topics.ucgis.org/AM-09-105 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,27,Conceptual Foundations,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Two datasets use different horizontal datums but are displayed as though the datums were identical. What can result?,A,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,28,Conceptual Foundations,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. Two polygons share a boundary but their interiors do not overlap. Which relation best describes them?,C,GIS&T BoK remediation: [DM-03-075] Defining and Designing Spatial Queries — https://gistbok-topics.ucgis.org/DM-03-075 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,29,Cartography & Visualization,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? Quantile classification places approximately what in each class?,B,"GIS&T BoK remediation: [CV-03-005] Statistical Mapping (Enumeration, Normalization, Classification) — https://gistbok-topics.ucgis.org/CV-03-005 | Blueprint domain resource: https://geospacebok.eu/CV"
5,C,Difficult,30,Data Modeling,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Students can enroll in many courses and each course can contain many students. Which database structure usually resolves this relationship?",A,GIS&T BoK remediation: [DM-01-003] Relational DBMS and their Spatial Extensions — https://gistbok-topics.ucgis.org/DM-01-003 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,31,Cartography & Visualization,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A reader sees a dark color on a choropleth. What should be checked before interpreting it as high?",D,GIS&T BoK remediation: [CV-06-022] Map Interpretation — https://gistbok-topics.ucgis.org/CV-06-022 | Blueprint domain resource: https://geospacebok.eu/CV
5,C,Difficult,32,Analytical Methods & GeoComputation,A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. A land-cover machine-learning classifier performs extremely well on training data but poorly on held-out imagery. What is the most likely problem?,A,GIS&T BoK remediation: [AM-08-094] Machine Learning Approaches — https://gistbok-topics.ucgis.org/AM-08-094 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,33,"Platforms, Sensors, Physics & Image Processing",Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Why should training and validation samples be independent?,D,GIS&T BoK remediation: [DC-04-019] Ground Verification and Accuracy Assessment — https://gistbok-topics.ucgis.org/DC-04-019 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,34,Geospatial Data,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. Why can a geocoded address be inaccurate even when the street and address range match?,D,GIS&T BoK remediation: [DC-02-037] Texts — https://gistbok-topics.ucgis.org/DC-02-037 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,35,Conceptual Foundations,"The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? A line enters and exits a polygon, passing through its interior. Which spatial relation best describes this?",D,GIS&T BoK remediation: [DM-03-075] Defining and Designing Spatial Queries — https://gistbok-topics.ucgis.org/DM-03-075 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,36,Conceptual Foundations,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Two agencies each use a field called class, but one means road class and the other land-cover class. What problem is this?",D,GIS&T BoK remediation: [FC-03-032] Semantic Information Elicitation — https://gistbok-topics.ucgis.org/FC-03-032 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,37,Geospatial Data,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? For hydrographic surveying, what instrument commonly measures water depth using sound travel time?",B,GIS&T BoK remediation: [DC-05-041] Ocean Surveying — https://gistbok-topics.ucgis.org/DC-05-041 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,38,Conceptual Foundations,A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. Why can Euclidean straight-line distance be misleading in accessibility analysis?,C,GIS&T BoK remediation: [FC-05-017] Proximity and Distance Decay — https://gistbok-topics.ucgis.org/FC-05-017 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,39,Geospatial Data,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? A road dataset is geometrically current but its speed-limit attributes are years out of date. Which quality dimension is most problematic?,C,"GIS&T BoK remediation: [DM-07-057] Data Evaluation, Metadata, and Data Quality — https://gistbok-topics.ucgis.org/DM-07-057 | Blueprint domain resource: https://geospacebok.eu/GD"
5,C,Difficult,40,Data Modeling,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. One parcel can have many inspection records. What relationship cardinality is this?,D,GIS&T BoK remediation: [DM-01-003] Relational DBMS and their Spatial Extensions — https://gistbok-topics.ucgis.org/DM-01-003 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,41,Conceptual Foundations,"The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? In this context, which statement most accurately describes the primary role of a horizontal geodetic datum?",B,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,42,Analytical Methods & GeoComputation,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. In an agent-based evacuation model, what is an agent?",D,GIS&T BoK remediation: [AM-07-079] Agent-based Modeling — https://gistbok-topics.ucgis.org/AM-07-079 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,43,Analytical Methods & GeoComputation,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A Moran’s I value is strongly positive and statistically significant. What is the most likely interpretation?",A,GIS&T BoK remediation: [FC-05-037] Spatial Autocorrelation — https://gistbok-topics.ucgis.org/FC-05-037 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,44,"Platforms, Sensors, Physics & Image Processing",A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. Why is Landsat especially valuable for environmental change analysis?,A,GIS&T BoK remediation: [DC-03-032] Landsat — https://gistbok-topics.ucgis.org/DC-03-032 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,45,GI & Society,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? A client asks a GIS professional to omit neighborhoods that weaken the client argument. What is the best professional response?,C,GIS&T BoK remediation: [GS-02-011] Professional and Practical Ethics of GIS&T — https://gistbok-topics.ucgis.org/GS-02-011 | Blueprint domain resource: https://geospacebok.eu/GS
5,C,Difficult,46,Data Modeling,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. A semantic query asks for schools near major roads. Why is this more complex than simple equality matching?,B,GIS&T BoK remediation: [DM-04-078] Geospatial Semantic Queries — https://gistbok-topics.ucgis.org/DM-04-078 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,47,Design of Systems,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? Why are reproducible environments and locked dependencies important?,A,GIS&T BoK remediation: [PD-01-009] Modern Programming Libraries and Infrastructures for Raster Data Analysis — https://gistbok-topics.ucgis.org/PD-01-009 | Blueprint domain resource: https://geospacebok.eu/DA
5,C,Difficult,48,Conceptual Foundations,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Why is time often modeled differently from ordinary spatial dimensions?",B,GIS&T BoK remediation: [AM-06-102] Volumes and Space-Time Volumes — https://gistbok-topics.ucgis.org/AM-06-102 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,49,Data Modeling,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? Which resampling method is usually safest for categorical land-cover classes?",C,GIS&T BoK remediation: [DM-06-087] Raster resampling — https://gistbok-topics.ucgis.org/DM-06-087 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,50,Geospatial Data,"A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. In this context, which statement most accurately describes a primary geospatial data source?",B,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,51,Geospatial Data,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? Control points for georeferencing should ideally be what?,A,GIS&T BoK remediation: [DC-01-030] Georeferencing and Georectification — https://gistbok-topics.ucgis.org/DC-01-030 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,52,Thematic & Application Domains,"A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. An architect evaluates solar exposure, land use, transit access, and neighborhood context before site design. What is GIS contributing?",D,GIS&T BoK remediation: [DA-003] GIS&T in Architecture — https://gistbok-topics.ucgis.org/DA-003 | Blueprint domain resource: https://geospacebok.eu/TA
5,C,Difficult,53,"Platforms, Sensors, Physics & Image Processing",The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? Why are ground control points used in UAS photogrammetry?,B,GIS&T BoK remediation: [DC-04-038] Structure from Motion Photogrammetry — https://gistbok-topics.ucgis.org/DC-04-038 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,54,Data Modeling,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Why can a hexagonal grid be advantageous for neighborhood analysis?",A,GIS&T BoK remediation: [DM-02-009] The Hexagonal Model — https://gistbok-topics.ucgis.org/DM-02-009 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,55,Data Modeling,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A TIN represents terrain using what geometric structure?",C,GIS&T BoK remediation: GIS&T BoK | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,56,Thematic & Application Domains,A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. A conservation planner wants to identify habitat corridors between protected areas. Which analysis is most appropriate?,A,GIS&T BoK remediation: [DA-001] GIS&T and Agriculture — https://gistbok-topics.ucgis.org/DA-001 | Blueprint domain resource: https://geospacebok.eu/TA
5,C,Difficult,57,Organizational & Institutional Aspects,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? What does a work breakdown structure do?,C,GIS&T BoK remediation: [KE-04-012] GIS&T Project Planning and Management — https://gistbok-topics.ucgis.org/KE-04-012 | Blueprint domain resource: https://geospacebok.eu/OI
5,C,Difficult,58,Organizational & Institutional Aspects,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. Why should enterprise GIS architecture consider peak concurrent users rather than average users alone?,C,GIS&T BoK remediation: [KE-04-017] The Benefits and Costs of Enterprise GIS Implementations — https://gistbok-topics.ucgis.org/KE-04-017 | Blueprint domain resource: https://geospacebok.eu/OI
5,C,Difficult,59,Data Modeling,The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? Which data model is usually most natural for an elevation surface sampled on a regular grid?,D,GIS&T BoK remediation: [DM-02-007] The Raster Data Model — https://gistbok-topics.ucgis.org/DM-02-007 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,60,Conceptual Foundations,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. A flood model reports a probability surface rather than a binary flood/no-flood surface. What advantage does that provide?",B,GIS&T BoK remediation: [FC-07-024] Conceptual Models of Error and Uncertainty — https://gistbok-topics.ucgis.org/FC-07-024 | Blueprint domain resource: https://geospacebok.eu/CF
5,C,Difficult,61,Design of Systems,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? What does validation ask in software or model development?",B,GIS&T BoK remediation: [PD-02-025] Verification & Validation of Applied GIS Research — https://gistbok-topics.ucgis.org/PD-02-025 | Blueprint domain resource: https://geospacebok.eu/DA
5,C,Difficult,62,Design of Systems,"A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. In this context, which statement most accurately describes the purpose of API authentication?",D,GIS&T BoK remediation: [PD-03-019] GIS APIs — https://gistbok-topics.ucgis.org/PD-03-018 | Blueprint domain resource: https://geospacebok.eu/DA
5,C,Difficult,63,"Platforms, Sensors, Physics & Image Processing","Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? In aerial photo interpretation, which cue refers to differences in image brightness?",C,GIS&T BoK remediation: [DC-04-012] Fundamentals of Aerial Photo Interpretation — https://gistbok-topics.ucgis.org/DC-04-012 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,64,Geospatial Data,A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. Mobile-phone location data can support movement analysis but raise what major concern?,B,GIS&T BoK remediation: [DC-02-005] Mobile Applications and Technologies — https://gistbok-topics.ucgis.org/DC-02-005 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,65,GI & Society,"The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? In this context, which statement most accurately describes a central goal of Public Participation GIS?",A,GIS&T BoK remediation: [GS-02-06] Public Participation GIS — https://gistbok-topics.ucgis.org/GS-02-06 | Blueprint domain resource: https://geospacebok.eu/GS
5,C,Difficult,66,Geospatial Data,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Time-of-arrival localization estimates location using what basic measurement?",D,GIS&T BoK remediation: [DC-02-039] Time-of-Arrival (TOA) Localization for Indoor GIS — https://gistbok-topics.ucgis.org/DC-02-039 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,67,Cartography & Visualization,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? Geovisual analytics combines interactive visualization with what?",A,GIS&T BoK remediation: [CV-05-036] Geovisual Analytics — https://gistbok-topics.ucgis.org/CV-05-036 | Blueprint domain resource: https://geospacebok.eu/CV
5,C,Difficult,68,Data Modeling,"A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. In this context, which statement most accurately describes one unavoidable consequence of converting precise vector boundaries to a raster grid?",C,GIS&T BoK remediation: [DM-06-086] Vector-to-Raster and Raster-to-Vector Conversions — https://gistbok-topics.ucgis.org/DM-06-086 | Blueprint domain resource: https://geospacebok.eu/DM
5,C,Difficult,69,Analytical Methods & GeoComputation,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? A land-cover classification has 90% overall accuracy but one rare class has very low producer’s accuracy. What does the low producer’s accuracy indicate?,B,GIS&T BoK remediation: [AM-09-104] Thematic Accuracy Assessment — https://gistbok-topics.ucgis.org/AM-09-104 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,70,Thematic & Application Domains,"A project team is documenting a defensible professional workflow. Several choices could produce related outputs; choose the one that most directly answers the question. A retail analyst compares candidate stores using demographics, competitors, and drive-time trade areas. What type of analysis is this?",B,GIS&T BoK remediation: [AM-05-046] Location-allocation modeling — https://gistbok-topics.ucgis.org/AM-05-046 | Blueprint domain resource: https://geospacebok.eu/TA
5,C,Difficult,71,Analytical Methods & GeoComputation,"The analyst wants to avoid a method that is merely convenient but does not exactly match the stated spatial or statistical objective. Which answer is best? Compared with a fixed-resolution raster DEM, how can a TIN allocate more detail to complex terrain?",A,GIS&T BoK remediation: [AM-04-072] TIN-based Models and Terrain Metrics — https://gistbok-topics.ucgis.org/AM-04-072 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,72,Geospatial Data,"Choose the most appropriate method given the stated assumptions and intended interpretation, not simply a method that could produce a visually similar result. Why can GNSS accuracy degrade in an urban canyon?",C,GIS&T BoK remediation: [DC-02-003] Global Navigation Satellite Systems — https://gistbok-topics.ucgis.org/DC-02-003 | Blueprint domain resource: https://geospacebok.eu/GD
5,C,Difficult,73,Analytical Methods & GeoComputation,"Which option would be the strongest methodological choice for this GIS task, recognizing that the alternatives are also legitimate GIS techniques? A Getis-Ord Gi* z-score is large and positive with a very small p-value. How should the feature be interpreted?",C,GIS&T BoK remediation: [AM-03-058] Hot Spots and Getis-Ord Gi* Analysis — https://gistbok-topics.ucgis.org/AM-03-058 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
5,C,Difficult,74,"Platforms, Sensors, Physics & Image Processing",A GIS analyst must choose among several technically plausible approaches. Select the best option for the stated objective. Why can two surfaces at the same temperature have different thermal radiance?,C,GIS&T BoK remediation: [DC-03-034] Multispectral and Thermal Imagery: RGB and LWIR Sensors — https://gistbok-topics.ucgis.org/DC-03-034 | Blueprint domain resource: https://geospacebok.eu/PS | https://geospacebok.eu/PP | https://geospacebok.eu/IP
5,C,Difficult,75,Cartography & Visualization,Assume the input data are valid and appropriately projected unless stated otherwise. Which approach best satisfies the analytical requirement? An animated map is especially useful for showing what?,B,GIS&T BoK remediation: [CV-04-017] Spatiotemporal Representation — https://gistbok-topics.ucgis.org/CV-04-017 | Blueprint domain resource: https://geospacebok.eu/CV
6,A,Standard,1,Analytical Methods & GeoComputation,"In a road-network route that minimizes travel time rather than distance, what is travel time functioning as?",B,GIS&T BoK remediation: [AM-05-076] Network Route & Tour Problems in Geographic Information Systems — https://gistbok-topics.ucgis.org/AM-05-076 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,2,Design of Systems,What does version control provide to GIS software projects?,B,GIS&T BoK remediation: [PD-02-037] Open Source Software Development — https://gistbok-topics.ucgis.org/PD-02-037 | Blueprint domain resource: https://geospacebok.eu/DA
6,A,Standard,3,Design of Systems,"In a three-tier GIS architecture, what is the main role of the database tier?",C,GIS&T BoK remediation: [CP-04-029] Enterprise GIS — https://gistbok-topics.ucgis.org/CP-04-029 | Blueprint domain resource: https://geospacebok.eu/DA
6,A,Standard,4,Web-Based GIS,Why are vector tiles attractive for modern web maps?,A,GIS&T BoK remediation: [CV-05-015] Web Mapping — https://gistbok-topics.ucgis.org/CV-05-015 | Blueprint domain resource: https://geospacebok.eu/WB
6,A,Standard,5,Analytical Methods & GeoComputation,A model result changes dramatically after small plausible perturbations to input locations. What does this indicate?,A,GIS&T BoK remediation: [AM-09-107] Spatial Data Uncertainty — https://gistbok-topics.ucgis.org/AM-09-107 | Blueprint domain resource: https://geospacebok.eu/AM | https://geospacebok.eu/GC
6,A,Standard,6,Thematic & Application Domains,"A coastal planner combines sea-level scenarios, elevation, buildings, and population to estimate exposure. What is essential?",D,GIS&T BoK remediation: [AM-01-020] Geospatial Analysis and Model Building — https://gistbok-topics.ucgis.org/AM-01-020 | Blueprint domain resource: https://geospacebok.eu/TA
6,A,Standard,7,Conceptual Foundations,"A map at 1:24,000 is compared with a map at 1:1,000,000. Which is the larger-scale map?",B,GIS&T BoK remediation: [CV-03-004] Scale and Generalization — https://gistbok-topics.ucgis.org/CV-03-004 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,8,Geospatial Data,A crowdsourced road dataset is contributed by volunteers with varying expertise. What should an analyst evaluate carefully before use?,A,GIS&T BoK remediation: [DC-02-029] Volunteered Geographic Information — https://gistbok-topics.ucgis.org/DC-02-029 | Blueprint domain resource: https://geospacebok.eu/GD
6,A,Standard,9,Design of Systems,Which design issue is especially important for a mobile GIS application?,B,GIS&T BoK remediation: [PD-04-029] Programming of Mobile GIS Applications — https://gistbok-topics.ucgis.org/PD-04-029 | Blueprint domain resource: https://geospacebok.eu/DA
6,A,Standard,10,Conceptual Foundations,"In set theory, what does A ∩ B represent?",A,GIS&T BoK remediation: [FC-06-011] Set Theory — https://gistbok-topics.ucgis.org/FC-06-011 | Blueprint domain resource: https://geospacebok.eu/CF
6,A,Standard,11,Conceptual Foundations,Latitude expresses angular position north or south of what reference?,D,GIS&T BoK remediation: [DM-05-047] Geographic Coordinate Systems — https://gistbok-topics.ucgis.org/DM-05-047 | Blueprint domain resource: https://geospacebok.eu/CF
